ticker,cik,bolsa,sector,variables_descargadas
OFIX,0000884624,Nasdaq,Surgical & Medical Instruments & Apparatus,35
TRDA,0001689375,Nasdaq,Pharmaceutical Preparations,21
FLGT,0001674930,Nasdaq,Services-Medical Laboratories,33
CMCL,0000766011,NYSE,Gold and Silver Ores,0
CARS,0001683606,NYSE,Services-Computer Processing & Data Preparation,28
KFRC,0000930420,NYSE,Services-Help Supply Services,31
VREX,0001681622,Nasdaq,"Electronic Components, NEC",35
MATV,0001000623,NYSE,Paper Mills,37
SCVL,0000895447,Nasdaq,Retail-Shoe Stores,30
BBNX,0001674632,Nasdaq,Surgical & Medical Instruments & Apparatus,25
BAND,0001514416,Nasdaq,Services-Prepackaged Software,32
BWMN,0001847590,Nasdaq,Services-Management Consulting Services,29
LEGH,0001436208,Nasdaq,Mobile Homes,30
ACRS,0001557746,Nasdaq,Pharmaceutical Preparations,33
MNRO,0000876427,Nasdaq,"Services-Automotive Repair, Services & Parking",27
IMXI,0001683695,Nasdaq,"Services-Business Services, NEC",30
PLAY,0001525769,Nasdaq,Retail-Eating  Places,32
LXEO,0001907108,Nasdaq,"Biological Products, (No Diagnostic Substances)",20
NPCE,0001528287,Nasdaq,Surgical & Medical Instruments & Apparatus,26
JOUT,0000788329,Nasdaq,"Sporting & Athletic Goods, NEC",31
MG,0001436126,NYSE,Services-Engineering Services,36
TWI,0000899751,NYSE,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",37
LRMR,0001374690,Nasdaq,Pharmaceutical Preparations,23
PANL,0001606909,Nasdaq,Deep Sea Foreign Transportation of  Freight,27
FEIM,0000039020,Nasdaq,Instruments For Meas & Testing of  Electricity & Elec Signals,33
MLAB,0000724004,Nasdaq,"Industrial Instruments For Measurement, Display, and Control",39
CODI,0001345126,NYSE,Household Furniture,37
ABSI,0001672688,Nasdaq,Services-Commercial Physical & Biological Research,29
TDUP,0001484778,Nasdaq,Retail-Catalog & Mail-Order Houses,31
MYGN,0000899923,Nasdaq,In Vitro & In Vivo Diagnostic Substances,34
RGNX,0001590877,Nasdaq,"Biological Products, (No Diagnostic Substances)",26
ULH,0001308208,Nasdaq,Trucking (No Local),33
ALT,0001326190,Nasdaq,Pharmaceutical Preparations,32
GRPN,0001490281,Nasdaq,Services-Advertising Agencies,35
ANGO,0001275187,Nasdaq,Surgical & Medical Instruments & Apparatus,34
WEST,0001806347,Nasdaq,Beverages,33
IHRT,0001400891,Nasdaq,Radio Broadcasting Stations,31
RXT,0001810019,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",28
CVGW,0001133470,Nasdaq,Agricultural Services,36
KIDS,0001425450,Nasdaq,Surgical & Medical Instruments & Apparatus,35
MTW,0000061986,NYSE,Construction Machinery & Equip,35
SATL,0001874315,Nasdaq,Radio & Tv Broadcasting & Communications Equipment,22
AURA,0001501796,Nasdaq,"Biological Products, (No Diagnostic Substances)",19
CYH,0001108109,NYSE,"Services-General Medical & Surgical Hospitals, NEC",30
CTRN,0001318484,Nasdaq,Retail-Apparel & Accessory Stores,26
SFIX,0001576942,Nasdaq,Retail-Catalog & Mail-Order Houses,25
ABAT,0001576873,Nasdaq,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),30
VSTM,0001526119,Nasdaq,Pharmaceutical Preparations,31
EBS,0001367644,NYSE,Pharmaceutical Preparations,38
NATR,0000275053,Nasdaq,Pharmaceutical Preparations,35
DNA,0001830214,NYSE,"Biological Products, (No Diagnostic Substances)",29
AVXL,0001314052,Nasdaq,"Biological Products, (No Diagnostic Substances)",24
PRTH,0001653558,Nasdaq,"Services-Business Services, NEC",34
PTLO,0001871509,Nasdaq,Retail-Eating  Places,27
CYRX,0001124524,Nasdaq,Pharmaceutical Preparations,36
PACB,0001299130,Nasdaq,Laboratory Analytical Instruments,35
GLSI,0001799788,Nasdaq,Pharmaceutical Preparations,18
PSFE,0001833835,NYSE,"Services-Business Services, NEC",0
LOCO,0001606366,Nasdaq,Retail-Eating  Places,29
FUBO,0001484769,NYSE,Services-Motion Picture & Video Tape Production,33
CMCO,0001005229,Nasdaq,Construction Machinery & Equip,36
DIN,0000049754,NYSE,Retail-Eating  Places,31
LE,0000799288,Nasdaq,Retail-Family Clothing Stores,35
NATH,0000069733,Nasdaq,Retail-Eating  Places,31
ORN,0001402829,NYSE,Heavy Construction Other Than Bldg Const - Contractors,33
AIOT,0001774170,Nasdaq,"Communications Equipment, NEC",35
VOXR,0001907909,Nasdaq,Gold and Silver Ores,0
ATNI,0000879585,Nasdaq,Telephone Communications (No Radiotelephone),31
RPD,0001560327,Nasdaq,Services-Prepackaged Software,31
ALIT,0001809104,NYSE,"Services-Business Services, NEC",29
BGS,0001278027,NYSE,Food and Kindred Products,36
NRC,0000070487,Nasdaq,Services-Commercial Physical & Biological Research,31
CLFD,0000796505,Nasdaq,Telephone & Telegraph Apparatus,37
MNPR,0001645469,Nasdaq,Pharmaceutical Preparations,19
BNTC,0001808898,Nasdaq,Pharmaceutical Preparations,21
SRTA,0001779128,Nasdaq,Services-Health Services,29
AKBA,0001517022,Nasdaq,Pharmaceutical Preparations,35
OSPN,0001044777,Nasdaq,Services-Computer Integrated Systems Design,35
CWH,0001669779,NYSE,Retail-Auto Dealers & Gasoline Stations,31
BXC,0001301787,NYSE,"Wholesale-Lumber, Plywood, Millwork & Wood Panels",34
LENZ,0001815776,Nasdaq,"Biological Products, (No Diagnostic Substances)",24
OOMA,0001327688,NYSE,Services-Computer Processing & Data Preparation,35
IBEX,0001720420,Nasdaq,Services-Computer Processing & Data Preparation,22
RBBN,0001708055,Nasdaq,Services-Computer Integrated Systems Design,35
PUBM,0001422930,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",30
VHI,0000059255,NYSE,Industrial Inorganic Chemicals,30
MAGN,0000041719,NYSE,Paper Mills,35
NC,0000789933,NYSE,Bituminous Coal & Lignite Surface Mining,35
ENTA,0001177648,Nasdaq,Pharmaceutical Preparations,24
NEXN,0001849396,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",0
BLND,0001855747,NYSE,"Services-Computer Programming, Data Processing, Etc.",29
PPHC,0001903508,Nasdaq,Services-Management Consulting Services,0
NAGE,0001386570,Nasdaq,Medicinal Chemicals & Botanical Products,31
TITN,0001409171,Nasdaq,"Retail-Retail Stores, NEC",32
FBYD,0001937987,Nasdaq,Services-Miscellaneous Amusement & Recreation,30
KOPN,0000771266,Nasdaq,Semiconductors & Related Devices,34
WEAV,0001609151,NYSE,Services-Prepackaged Software,30
HLLY,0001822928,NYSE,Motor Vehicle Parts & Accessories,31
CADL,0001841387,Nasdaq,"Biological Products, (No Diagnostic Substances)",23
LAB,0001162194,Nasdaq,Laboratory Analytical Instruments,39
VMD,0001729149,Nasdaq,"Services-Misc Health & Allied Services, NEC",30
LTBR,0001084554,Nasdaq,Industrial Inorganic Chemicals,28
SBC,0001930313,Nasdaq,Services-Offices & Clinics of  Doctors of  Medicine,30
DMAC,0001401040,Nasdaq,Pharmaceutical Preparations,22
EU,0001500881,Nasdaq,Miscellaneous Metal Ores,26
HELE,0000916789,Nasdaq,Electric Housewares & Fans,35
MGPI,0000835011,Nasdaq,"Wholesale-Beer, Wine & Distilled Alcoholic Beverages",36
CLMB,0000945983,Nasdaq,Wholesale-Computers & Peripheral Equipment & Software,34
ZUMZ,0001318008,Nasdaq,Retail-Apparel & Accessory Stores,31
HVT,0000216085,NYSE,Retail-Furniture Stores,26
SIGA,0001010086,Nasdaq,Pharmaceutical Preparations,33
SPIR,0001816017,NYSE,"Communications Services, NEC",30
CTGO,0001502377,NYSE,Gold and Silver Ores,24
PKOH,0000076282,Nasdaq,Metal Forgings & Stampings,34
TOI,0001799191,Nasdaq,Services-Offices & Clinics of  Doctors of  Medicine,31
GETY,0001898496,NYSE,"Services-Business Services, NEC",27
BBCP,0001703956,Nasdaq,Construction - Special Trade Contractors,34
NUS,0001021561,NYSE,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",34
MEC,0001766368,NYSE,Metal Forgings & Stampings,29
CERS,0001020214,Nasdaq,Surgical & Medical Instruments & Apparatus,35
KROS,0001664710,Nasdaq,Pharmaceutical Preparations,26
HCKT,0001057379,Nasdaq,Services-Management Consulting Services,33
DCTH,0000872912,Nasdaq,Surgical & Medical Instruments & Apparatus,30
ONTF,0001110611,NYSE,Services-Prepackaged Software,27
HYLN,0001759631,NYSE,Truck & Bus Bodies,33
BBBY,0001130713,NYSE,Retail-Catalog & Mail-Order Houses,34
LZM,0001958217,NYSE,Metal Mining,0
QUAD,0001481792,NYSE,Commercial Printing,29
BYND,0001655210,Nasdaq,Food and Kindred Products,29
TSSI,0001320760,Nasdaq,Services-Management Consulting Services,32
SPT,0001517375,Nasdaq,Services-Prepackaged Software,27
DDD,0000910638,NYSE,Services-Prepackaged Software,34
XOMA,0000791908,Nasdaq,Pharmaceutical Preparations,31
NVEC,0000724910,Nasdaq,Semiconductors & Related Devices,31
AIRO,0001927958,Nasdaq,Aircraft,29
CLPT,0001285550,Nasdaq,Surgical & Medical Instruments & Apparatus,36
AVNW,0001377789,Nasdaq,Radio & Tv Broadcasting & Communications Equipment,37
ANGI,0001705110,Nasdaq,Services-Advertising,28
NGNE,0001404644,Nasdaq,Pharmaceutical Preparations,26
CRNC,0001768267,Nasdaq,Services-Prepackaged Software,29
MCFT,0001638290,Nasdaq,Ship & Boat Building & Repairing,35
ORGO,0001661181,Nasdaq,Pharmaceutical Preparations,35
RLGT,0001171155,NYSE,Arrangement of  Transportation of  Freight & Cargo,33
WNC,0000879526,NYSE,Truck Trailers,33
STRT,0000933034,Nasdaq,Motor Vehicle Parts & Accessories,28
USNA,0000896264,NYSE,Medicinal Chemicals & Botanical Products,33
NCMI,0001377630,Nasdaq,Services-Advertising,30
SSP,0000832428,Nasdaq,Television Broadcasting Stations,31
LVWR,0001898795,NYSE,"Motorcycles, Bicycles & Parts",33
EOLS,0001570562,Nasdaq,Pharmaceutical Preparations,34
WEYS,0000106532,Nasdaq,"Wholesale-Apparel, Piece Goods & Notions",32
RCKY,0000895456,Nasdaq,"Footwear, (No Rubber)",35
EVH,0001628908,NYSE,Services-Management Services,33
LXFR,0001096056,NYSE,Industrial Inorganic Chemicals,33
PDYN,0001826681,Nasdaq,Services-Prepackaged Software,29
ELA,0000701719,NYSE,Retail-Jewelry Stores,36
EWCZ,0001856236,Nasdaq,Services-Personal Services,18
BNED,0001634117,NYSE,Retail-Miscellaneous Shopping Goods Stores,33
CARL,0001794546,Nasdaq,Surgical & Medical Instruments & Apparatus,25
CAL,0000014707,NYSE,"Footwear, (No Rubber)",35
PBYI,0001401667,Nasdaq,Pharmaceutical Preparations,32
SI,0001699350,NYSE,Surgical & Medical Instruments & Apparatus,26
RXST,0001111485,Nasdaq,Ophthalmic Goods,28
HNST,0001530979,Nasdaq,Retail-Catalog & Mail-Order Houses,28
ATLN,0001605888,Nasdaq,Services-Help Supply Services,34
AMCX,0001514991,Nasdaq,Cable & Other Pay Television Services,29
RMNI,0001635282,Nasdaq,"Services-Business Services, NEC",27
ALCO,0000003545,Nasdaq,Agricultural Production-Crops,33
BRCB,0002068577,Nasdaq,Retail-Eating & Drinking Places,25
ASLE,0001754170,Nasdaq,"Wholesale-Machinery, Equipment & Supplies",34
FHTX,0001822462,Nasdaq,Pharmaceutical Preparations,21
CCRN,0001141103,Nasdaq,Services-Help Supply Services,32
EVI,0000065312,NYSE,Services-Personal Services,38
BKTI,0000002186,NYSE,Radio & Tv Broadcasting & Communications Equipment,34
PACK,0001712463,NYSE,Converted Paper & Paperboard Prods (No Contaners/Boxes),38
TARA,0001359931,Nasdaq,"Biological Products, (No Diagnostic Substances)",25
FSTR,0000352825,Nasdaq,Wholesale-Metals Service Centers & of fices,32
MTRX,0000866273,Nasdaq,Construction - Special Trade Contractors,35
EVC,0001109116,NYSE,Television Broadcasting Stations,30
LWAY,0000814586,Nasdaq,Dairy Products,34
KELYA,0000055135,Nasdaq,Services-Help Supply Services,29
XPOF,0001802156,NYSE,Services-Miscellaneous Amusement & Recreation,27
OFLX,0001317945,Nasdaq,"Heating Equip, Except Elec & Warm Air; & Plumbing Fixtures",29
ACCO,0000712034,NYSE,"Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",35
TLS,0000320121,Nasdaq,Services-Computer Integrated Systems Design,36
CIX,0001049606,NYSE,"Cutlery, Handtools & General Hardware",33
EGHT,0001023731,Nasdaq,Services-Computer Processing & Data Preparation,38
GCO,0000018498,NYSE,Retail-Shoe Stores,35
SEG,0002009684,NYSE,Services-Miscellaneous Amusement & Recreation,18
TG,0000850429,NYSE,Rolling Drawing & Extruding of  Nonferrous Metals,32
CTEV,0001793229,NYSE,"Services-Business Services, NEC",28
LAW,0001625641,NYSE,Services-Prepackaged Software,27
NL,0000072162,NYSE,Industrial Inorganic Chemicals,32
XPER,0001788999,NYSE,Services-Prepackaged Software,32
RMR,0001644378,Nasdaq,Services-Management Consulting Services,27
TTGT,0002018064,Nasdaq,Telegraph & Other Message Communications,28
USAU,0000027093,Nasdaq,Metal Mining,33
DBI,0001319947,NYSE,Retail-Shoe Stores,33
ASPN,0001145986,NYSE,Wholesale-Lumber & Other Construction Materials,29
OEC,0001609804,NYSE,Miscellaneous Chemical Products,32
FENC,0001211583,Nasdaq,"Biological Products, (No Diagnostic Substances)",26
OABI,0001846253,Nasdaq,Services-Commercial Physical & Biological Research,28
RPAY,0001720592,Nasdaq,"Services-Business Services, NEC",31
HDSN,0000925528,Nasdaq,"Wholesale-Machinery, Equipment & Supplies",38
ALMU,0001828805,Nasdaq,Semiconductors & Related Devices,26
CV,0001378325,Nasdaq,Electromedical & Electrotherapeutic Apparatus,25
AFRI,0001903870,Nasdaq,Grain Mill Products,0
ABEO,0000318306,Nasdaq,Pharmaceutical Preparations,35
AGL,0001831097,NYSE,"Services-Misc Health & Allied Services, NEC",25
ADV,0001776661,Nasdaq,"Services-Business Services, NEC",30
CHRS,0001512762,Nasdaq,"Biological Products, (No Diagnostic Substances)",37
MPX,0001129155,NYSE,Ship & Boat Building & Repairing,29
ESCA,0000033488,Nasdaq,"Sporting & Athletic Goods, NEC",37
DERM,0001867066,Nasdaq,Pharmaceutical Preparations,29
ASUR,0000884144,Nasdaq,Services-Computer Integrated Systems Design,38
ESOA,0001357971,Nasdaq,"Water, Sewer, Pipeline, Comm & Power Line Construction",31
ALEC,0001653087,Nasdaq,"Biological Products, (No Diagnostic Substances)",24
RZLT,0001509261,Nasdaq,Pharmaceutical Preparations,26
FLXS,0000037472,Nasdaq,Household Furniture,27
POWW,0001015383,Nasdaq,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",35
JILL,0001687932,NYSE,"Women's, Misses':  and Juniors Outerwear",32
LMNR,0001342423,Nasdaq,Agricultural Production-Crops,34
EGAN,0001066194,Nasdaq,Services-Prepackaged Software,32
EDIT,0001650664,Nasdaq,"Biological Products, (No Diagnostic Substances)",23
TLSI,0001826667,Nasdaq,Surgical & Medical Instruments & Apparatus,27
SLP,0001023459,Nasdaq,Services-Computer Integrated Systems Design,36
JACK,0000807882,Nasdaq,Retail-Eating  Places,32
SPOK,0001289945,Nasdaq,Radiotelephone Communications,29
IKT,0001750149,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
TBRG,0001169445,Nasdaq,Services-Computer Programming Services,34
TBCH,0001493761,Nasdaq,"Communications Equipment, NEC",36
SKYX,0001598981,Nasdaq,Electric Lighting & Wiring Equipment,31
KLC,0001873529,NYSE,Services-Child Day Care Services,28
VYGR,0001640266,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
STRZ,0000929351,Nasdaq,Services-Motion Picture & Video Tape Production,28
NVCT,0001875558,Nasdaq,Pharmaceutical Preparations,16
ELDN,0001404281,Nasdaq,Pharmaceutical Preparations,25
AIRJ,0001855474,Nasdaq,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,27
JAKK,0001009829,Nasdaq,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)",37
CMRC,0001626450,Nasdaq,Services-Prepackaged Software,27
MASS,0001555279,Nasdaq,"Measuring & Controlling Devices, NEC",31
PLX,0001006281,NYSE,"Biological Products, (No Diagnostic Substances)",26
HUMA,0001818382,Nasdaq,"Biological Products, (No Diagnostic Substances)",28
MDWD,0001593984,Nasdaq,Medicinal Chemicals & Botanical Products,0
HBB,0001709164,NYSE,Electric Housewares & Fans,33
QTRX,0001503274,Nasdaq,Laboratory Analytical Instruments,33
CVRX,0001235912,Nasdaq,Surgical & Medical Instruments & Apparatus,28
BYRN,0001354866,Nasdaq,"Miscellaneous Electrical Machinery, Equipment & Supplies",35
BLZE,0001462056,Nasdaq,Services-Prepackaged Software,26
ZIP,0001617553,NYSE,"Services-Computer Programming, Data Processing, Etc.",29
FLWS,0001084869,Nasdaq,"Retail-Retail Stores, NEC",35
NRDY,0001819404,NYSE,Services-Educational Services,26
LFMD,0000948320,Nasdaq,Services-Offices & Clinics of  Doctors of  Medicine,33
RNA,0002093101,Nasdaq,Pharmaceutical Preparations,0
CLW,0001441236,NYSE,Paperboard Mills,32
GENC,0000064472,NYSE,Construction Machinery & Equip,28
CXDO,0001075736,Nasdaq,Telephone Communications (No Radiotelephone),36
FNKO,0001704711,Nasdaq,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)",31
IMMR,0001058811,Nasdaq,"Computer Peripheral Equipment, NEC",34
SGHT,0001531177,Nasdaq,Surgical & Medical Instruments & Apparatus,28
ANIK,0000898437,Nasdaq,Surgical & Medical Instruments & Apparatus,36
OSUR,0001116463,Nasdaq,Surgical & Medical Instruments & Apparatus,36
UTMD,0000706698,Nasdaq,Surgical & Medical Instruments & Apparatus,35
MPAA,0000918251,Nasdaq,Motor Vehicle Parts & Accessories,34
CURI,0001776909,Nasdaq,Services-Motion Picture & Video Tape Production,26
QSI,0001816431,Nasdaq,"Measuring & Controlling Devices, NEC",30
SMHI,0001690334,NYSE,Deep Sea Foreign Transportation of  Freight,31
ELMD,0001488917,NYSE,Electromedical & Electrotherapeutic Apparatus,33
KRMD,0000704440,Nasdaq,Surgical & Medical Instruments & Apparatus,35
ALTG,0001759824,NYSE,Wholesale-Industrial Machinery & Equipment,33
INSG,0001022652,Nasdaq,"Communications Equipment, NEC",33
KLTR,0001432133,Nasdaq,Services-Prepackaged Software,31
MVIS,0000065770,Nasdaq,"Electronic Components, NEC",35
WALD,0001840199,Nasdaq,"Perfumes, Cosmetics & Other Toilet Preparations",12
III,0001371489,Nasdaq,Services-Management Consulting Services,32
CNDT,0001677703,Nasdaq,"Services-Business Services, NEC",34
TNXP,0001430306,Nasdaq,Pharmaceutical Preparations,32
RICK,0000935419,Nasdaq,Retail-Eating  Places,36
SNWV,0001417663,Nasdaq,Surgical & Medical Instruments & Apparatus,34
MPTI,0001902314,NYSE,"Electronic Components, NEC",26
INSE,0001615063,Nasdaq,Services-Prepackaged Software,35
PAYS,0001496443,Nasdaq,"Services-Business Services, NEC",31
RNAC,0001453687,Nasdaq,Pharmaceutical Preparations,26
XRX,0001770450,Nasdaq,"Computer Peripheral Equipment, NEC",32
MEI,0000065270,NYSE,Electronic Connectors,35
ACH,0000075252,NYSE,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",32
ATOM,0001420520,Nasdaq,Semiconductors & Related Devices,26
ARCT,0001768224,Nasdaq,Pharmaceutical Preparations,23
LUCD,0001799011,Nasdaq,Surgical & Medical Instruments & Apparatus,31
STXS,0001289340,NYSE,Electromedical & Electrotherapeutic Apparatus,32
TCX,0000909494,Nasdaq,Services-Computer Processing & Data Preparation,35
FF,0001337298,NYSE,Industrial Organic Chemicals,34
SMTI,0000714256,Nasdaq,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",34
PAL,0001998768,Nasdaq,Transportation Services,22
CMT,0001026655,NYSE,"Plastics Products, NEC",36
ACU,0000002098,NYSE,"Cutlery, Handtools & General Hardware",30
VUZI,0001463972,Nasdaq,Radio & Tv Broadcasting & Communications Equipment,34
NNOX,0001795251,Nasdaq,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,0
PAMT,0000798287,Nasdaq,Trucking (No Local),26
SMID,0000924719,Nasdaq,"Concrete Products, Except Block & Brick",28
INGN,0001294133,Nasdaq,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",36
AIRS,0001870940,Nasdaq,Services-Offices & Clinics of  Doctors of  Medicine,25
PMTS,0001641614,Nasdaq,Commercial Printing,34
NKTX,0001787400,Nasdaq,Pharmaceutical Preparations,20
UIS,0000746838,NYSE,Services-Computer Integrated Systems Design,32
DOMO,0001505952,Nasdaq,Services-Prepackaged Software,29
TTEC,0001013880,Nasdaq,Services-Help Supply Services,29
RELL,0000355948,Nasdaq,"Wholesale-Electronic Parts & Equipment, NEC",29
LFCR,0001005286,Nasdaq,Pharmaceutical Preparations,38
HRTX,0000818033,Nasdaq,Pharmaceutical Preparations,28
PDEX,0000788920,Nasdaq,Surgical & Medical Instruments & Apparatus,36
LOVE,0001701758,Nasdaq,Retail-Furniture Stores,34
SGC,0000095574,Nasdaq,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,33
USGO,0001947244,Nasdaq,Gold and Silver Ores,22
TKNO,0001850902,Nasdaq,In Vitro & In Vivo Diagnostic Substances,32
SVCO,0001943289,Nasdaq,Services-Prepackaged Software,28
HQI,0001140102,Nasdaq,Services-Help Supply Services,30
SKIN,0001818093,Nasdaq,Surgical & Medical Instruments & Apparatus,34
NPWR,0001845437,NYSE,Electrical Industrial Apparatus,29
TRAK,0000050471,NYSE,Services-Computer Processing & Data Preparation,27
FC,0000886206,NYSE,Services-Management Services,35
SPWR,0001838987,Nasdaq,Construction - Special Trade Contractors,34
ONEW,0001772921,Nasdaq,Retail-Auto & Home Supply Stores,29
RCMT,0000700841,Nasdaq,Services-Help Supply Services,32
BARK,0001819574,NYSE,"Retail-Retail Stores, NEC",29
DMRC,0001438231,Nasdaq,Services-Computer Integrated Systems Design,33
RCEL,0001762303,Nasdaq,Surgical & Medical Instruments & Apparatus,27
GAMB,0001839799,Nasdaq,Services-Miscellaneous Amusement & Recreation,0
CDXS,0001200375,Nasdaq,Industrial Organic Chemicals,34
ISPR,0001948455,Nasdaq,Cigarettes,28
FATE,0001434316,Nasdaq,"Biological Products, (No Diagnostic Substances)",25
CRDF,0001213037,Nasdaq,"Biological Products, (No Diagnostic Substances)",28
FTLF,0001374328,Nasdaq,Medicinal Chemicals & Botanical Products,35
BZAI,0001871638,Nasdaq,Semiconductors & Related Devices,26
CURV,0001792781,NYSE,Retail-Apparel & Accessory Stores,26
FRD,0000039092,Nasdaq,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",30
KULR,0001662684,NYSE,Electronic Components & Accessories,32
OPRX,0001448431,Nasdaq,"Services-Business Services, NEC",33
BSET,0000010329,Nasdaq,"Wood Household Furniture, (No Upholstered)",35
JELD,0001674335,NYSE,"Millwood, Veneer, Plywood, & Structural Wood Members",35
KRRO,0001703647,Nasdaq,Pharmaceutical Preparations,23
EML,0000031107,Nasdaq,"Cutlery, Handtools & General Hardware",37
RGP,0001084765,Nasdaq,"Services-Business Services, NEC",29
ACNT,0000095953,Nasdaq,Chemicals & Allied Products,37
THRY,0001556739,Nasdaq,Services-Advertising,30
FORR,0001023313,Nasdaq,"Services-Engineering, Accounting, Research, Management",29
HURA,0001498382,Nasdaq,Pharmaceutical Preparations,30
DH,0001861795,Nasdaq,Services-Prepackaged Software,30
AARD,0001774857,Nasdaq,Pharmaceutical Preparations,19
MAPS,0001779474,Nasdaq,Services-Prepackaged Software,28
MRDN,0001437925,Nasdaq,Services-Prepackaged Software,36
MED,0000910329,NYSE,Miscellaneous Food Preparations & Kindred Products,31
GOSS,0001728117,Nasdaq,Pharmaceutical Preparations,24
TBI,0000768899,NYSE,Services-Help Supply Services,32
BRCC,0001891101,NYSE,Beverages,26
BOOM,0000034067,Nasdaq,Miscellaneous Primary Metal Products,35
CLAR,0000913277,Nasdaq,"Sporting & Athletic Goods, NEC",38
AREN,0000894871,NYSE,Cable & Other Pay Television Services,33
AOUT,0001808997,Nasdaq,"Sporting & Athletic Goods, NEC",32
CRMT,0000799850,Nasdaq,Retail-Auto Dealers & Gasoline Stations,26
AVD,0000005981,NYSE,Agricultural Chemicals,34
VIRC,0000751365,Nasdaq,Public Bldg & Related Furniture,29
HFFG,0001680873,Nasdaq,Wholesale-Groceries & Related Products,34
TMCI,0001630627,Nasdaq,Surgical & Medical Instruments & Apparatus,30
SEAT,0001856031,Nasdaq,Services-Miscellaneous Amusement & Recreation,26
CSPI,0000356037,Nasdaq,Services-Computer Integrated Systems Design,34
AISP,0001842566,Nasdaq,Services-Prepackaged Software,26
ATYR,0001339970,Nasdaq,"Biological Products, (No Diagnostic Substances)",22
SSTI,0001351636,Nasdaq,Services-Prepackaged Software,34
HCAT,0001636422,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",28
ZVIA,0001854139,NYSE,Bottled & Canned Soft Drinks & Carbonated Waters,28
MXCT,0001287098,Nasdaq,Services-Commercial Physical & Biological Research,31
LAKE,0000798081,Nasdaq,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",38
STIM,0001227636,Nasdaq,Surgical & Medical Instruments & Apparatus,31
LNSR,0001320350,Nasdaq,Surgical & Medical Instruments & Apparatus,27
COOK,0001857853,NYSE,Household Appliances,29
SAFX,0002019793,Nasdaq,Industrial Organic Chemicals,25
VGAS,0001841425,Nasdaq,Industrial Organic Chemicals,22
ARQ,0001515156,Nasdaq,Miscellaneous Chemical Products,34
ALDX,0001341235,Nasdaq,Pharmaceutical Preparations,21
GAIA,0001089872,Nasdaq,Services-Motion Picture & Video Tape Production,35
DCGO,0001822359,Nasdaq,Services-Health Services,30
SNBR,0000827187,Nasdaq,Household Furniture,33
AEYE,0001362190,Nasdaq,Services-Prepackaged Software,30
FFAI,0001805521,Nasdaq,Motor Vehicles & Passenger Car Bodies,29
EXFY,0001476840,Nasdaq,Services-Prepackaged Software,28
TEAD,0001454938,Nasdaq,"Services-Computer Programming, Data Processing, Etc.",31
TZOO,0001133311,Nasdaq,Services-Advertising,34
SLSN,0000883107,Nasdaq,"Perfumes, Cosmetics & Other Toilet Preparations",28
NXXT,0001817004,Nasdaq,Retail-Auto Dealers & Gasoline Stations,29
LUNG,0001127537,Nasdaq,Surgical & Medical Instruments & Apparatus,34
OM,0001484612,Nasdaq,Electromedical & Electrotherapeutic Apparatus,28
MYPS,0001823878,Nasdaq,Services-Prepackaged Software,27
BTMD,0001819253,Nasdaq,Medicinal Chemicals & Botanical Products,30
HAIN,0000910406,Nasdaq,Food and Kindred Products,35
ACTU,0001652935,Nasdaq,Pharmaceutical Preparations,16
LFVN,0000849146,Nasdaq,Pharmaceutical Preparations,37
VRM,0001580864,Nasdaq,Retail-Auto Dealers & Gasoline Stations,33
ARAY,0001138723,Nasdaq,Surgical & Medical Instruments & Apparatus,35
SLND,0001883814,NYSE,Heavy Construction Other Than Bldg Const - Contractors,30
MKTW,0001805651,Nasdaq,Services-Prepackaged Software,30
TVRD,0001346830,Nasdaq,Pharmaceutical Preparations,28
INMB,0001711754,Nasdaq,"Biological Products, (No Diagnostic Substances)",24
SKIL,0001774675,NYSE,Services-Prepackaged Software,32
MYO,0001369290,NYSE,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",30
NEON,0000087050,Nasdaq,"Electronic Components, NEC",31
TVGN,0001860871,Nasdaq,"Biological Products, (No Diagnostic Substances)",21
ZSPC,0001637147,Nasdaq,Services-Prepackaged Software,25
OPTU,0001702780,NYSE,Cable & Other Pay Television Services,31
Z,0001617640,Nasdaq,"Services-Business Services, NEC",32
